id,tokens,slots,intent
train-01501,what are the flights between cincinnati and san jose california which leave after 6 pm,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
train-01502,flight from salt lake city to oakland california,O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name,atis_flight
train-01503,list flights from salt lake city to phoenix arizona tuesday,O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name B-depart_date.day_name,atis_flight
train-01504,show me the flights from minneapolis to indiana,O O O O O B-fromloc.city_name O B-toloc.state_name,atis_flight
train-01505,hi i need to go from cincinnati to san jose california after 6 pm on saturday,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
train-01506,what flights are available friday afternoon from philadelphia to oakland california,O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,atis_flight
train-01507,may i have a listing of flights from minneapolis to long beach california on tuesday,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O B-depart_date.day_name,atis_flight
train-01508,what flights depart from pittsburgh and arrive in oakland california,O O O O B-fromloc.city_name O O O B-toloc.city_name B-toloc.state_name,atis_flight
train-01509,which flights are between boston and baltimore washington,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,atis_flight
train-01510,may i have a listing of flights from milwaukee to tacoma washington departing in the evening,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O O B-depart_time.period_of_day,atis_flight
train-01511,show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
train-01512,i would like information on flights from philadelphia to oakland california on friday afternoon,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
train-01513,show me the flights between milwaukee and indiana,O O O O O B-fromloc.city_name O B-toloc.state_name,atis_flight
train-01514,flight on monday from philadelphia to oakland california early morning,O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name B-depart_time.period_of_day B-depart_time.period_of_day,atis_flight
train-01515,does us air have a flight from toronto to salt lake city monday may thirty first,O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01516,what is your earliest flight from boston to washington on august twenty seventh,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01517,okay that one's great too now we're going to go on april twenty second dallas to washington the latest nighttime departure one way,O O O O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-fromloc.city_name O B-toloc.city_name O B-flight_mod B-depart_time.period_of_day O B-round_trip I-round_trip,atis_flight
train-01518,what is the cheapest flight from denver to pittsburgh on july twenty sixth,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01519,which flights arrive in burbank from las vegas on saturday april twenty third in the afternoon,O O O O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day,atis_flight
train-01520,i would like to book a flight for august twenty seventh from baltimore to san francisco on us air,O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name,atis_flight
train-01521,i would like to fly from denver to boston on wednesday the twenty first,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01522,list flights from houston to memphis june twenty ninth,O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01523,please show me the flights from las vegas to detroit on the twenty eighth,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01524,what are the flights from kansas city to burbank on saturday may twenty two on southwest,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name,atis_flight
train-01525,display all flights from baltimore to boston on july twenty ninth,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01526,what's the cheapest fare for a round trip from indianapolis to orlando on december twenty seventh,O O B-cost_relative O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_airfare
train-01527,indianapolis to orlando december twenty seventh,B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01528,what flights leave cleveland going to indianapolis on april twenty first in the morning,O O O B-fromloc.city_name O O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day,atis_flight
train-01529,i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,O O O O O O O O B-airline_name I-airline_name B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01530,what flight do you have from dallas to denver on august twenty seventh in the morning,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day,atis_flight
train-01531,what flights leave from atlanta to boston on june twenty ninth in the afternoon,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day,atis_flight
train-01532,on november twenty third what flights are available between boston and denver,O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01533,flight from long beach to columbus on twenty seventh,O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01534,i'm trying to find a flight from kansas city to burbank on saturday the twenty second,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01535,please list all flights between indianapolis and orlando on the twenty seventh of december,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,atis_flight
train-01536,what flights are between boston and atlanta on july thirty first,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01537,show prices for all flights from baltimore to dallas on july twenty ninth,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_airfare
train-01538,display all flights from boston to baltimore on july thirty first,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01539,cheapest fare round trip from indianapolis to orlando on december twenty seventh,B-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_airfare
train-01540,give me the flights with the fares from indianapolis to orlando on december twenty seventh,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01541,i'd like to fly from atlanta to denver on august twenty ninth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01542,what is your last trip on august twenty seventh from washington to boston,O O O B-flight_mod O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01543,i would like to book a flight for august twenty seventh with us air from baltimore to oakland what flights do you have available,O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O O O,atis_flight
train-01544,what is your last trip from washington to boston on august twenty seventh,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01545,on november twenty third what flights go from atlanta to denver on delta airlines,O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
train-01546,show me the available flights from san francisco to boston on november twenty fourth,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01547,atlanta to pittsburgh july twenty third,B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01548,which flights are available on april twenty first in the morning from nashville to tacoma,O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01549,is there a united flight from baltimore to san francisco on the morning of august twenty seventh,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01550,what is the cheapest flight from denver to pittsburgh leaving on september twenty eighth,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01551,show me flights which leave from boston on july twenty second arriving in pittsburgh,O O O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-toloc.city_name,atis_flight
train-01552,give me the flights with the fares on december twenty seventh from indianapolis to orlando,O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01553,show me flights on september twenty sixth please,O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-01554,what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01555,what night flight do you have from san francisco to denver on united on the evening of august twenty seventh,O B-depart_time.period_of_day O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01556,on usa air how many flights leaving oakland on july twenty seventh to boston nonstop,O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-toloc.city_name B-flight_stop,atis_flight
train-01557,i'd like a round trip flight from kansas city to chicago on wednesday may twenty sixth arriving at 7 pm,O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-arrive_time.time I-arrive_time.time,atis_flight
train-01558,would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco,O O O O O O O O O O O B-airline_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01559,may i have a list of flights going from boston to denver on the twenty ninth of july,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,atis_flight
train-01560,tell me about flights on american airlines from dallas to san francisco on june twenty ninth,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01561,give me the cheapest round trip flights from indianapolis to orlando around december twenty fifth,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01562,what are the flights from las vegas to burbank also on saturday may twenty two,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01563,show all flights from boston to denver on july thirty first,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01564,630 am flight on august twenty seventh from atlanta to dallas,B-depart_time.time I-depart_time.time O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01565,cheapest fare from indianapolis to orlando on the twenty seventh of december,B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,atis_airfare
train-01566,tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth,O O O O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01567,list flights from phoenix to detroit on thursday june twenty fourth,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01568,what flight do you have from san francisco to pittsburgh on the evening of august twenty seventh,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01569,display all flights from baltimore to dallas on july twenty ninth,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01570,do you have a night flight from washington to boston on august twenty seventh,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01571,could you tell me the cheapest fare from atlanta to boston on thirty first of august,O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,atis_airfare
train-01572,how about april twenty seventh denver to washington,O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01573,what are the flights from kansas city to burbank on saturday may twenty two on america west,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name,atis_flight
train-01574,i would like to book a flight on us air first class from cleveland to miami on february twenty second,O O O O O O O O B-airline_name I-airline_name B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01575,which flights are available from san jose to nashville leaving in the morning on april twenty three,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01576,on july twenty third all flights on american airlines from philadelphia to san francisco,O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01577,give me the flights on december twenty seventh with the fares from indianapolis to orlando,O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01578,from denver to pittsburgh on april twenty first i need the cheapest flight,O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O B-cost_relative O,atis_flight
train-01579,what flight leaves dallas for atlanta on august twenty seventh in the evening,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day,atis_flight
train-01580,is there a flight on american airlines going from boston to san francisco on june twenty eighth,O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01581,cheapest one way fare from indianapolis to orlando on december twenty seventh,B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_airfare
train-01582,please list the flights from dallas fort worth to boston on july twenty third,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
train-01583,i am looking for the cheapest fare from indianapolis to orlando on december twenty seventh,O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_airfare
train-01584,what does nw stand for,O O B-airline_code O O,atis_abbreviation
train-01585,what is ua,O O B-airline_code,atis_abbreviation
train-01586,what does hp stand for,O O B-airline_code O O,atis_abbreviation
train-01587,define airline ua,O O B-airline_code,atis_abbreviation
train-01588,what is the code for business class,O O O O O B-class_type I-class_type,atis_abbreviation
train-01589,what does ua mean,O O B-airline_code O,atis_abbreviation
train-01590,what does ff mean,O O B-airline_code O,atis_abbreviation
train-01591,what is ff,O O B-airline_code,atis_abbreviation
train-01592,what does ua stand for,O O B-airline_code O O,atis_abbreviation
train-01593,explain the fare codes,O O O O,atis_abbreviation
train-01594,what does us stand for,O O B-airline_code O O,atis_abbreviation
train-01595,what is as,O O B-airline_code,atis_abbreviation
train-01596,show me what fare codes symbols stand for,O O O O O O O O,atis_abbreviation
train-01597,what does ea mean,O O B-airline_code O,atis_abbreviation
train-01598,what does the abbreviation dl mean,O O O O B-airline_code O,atis_abbreviation
train-01599,does dl stand for delta,O B-airline_code O O B-airline_name,atis_abbreviation
train-01600,what the abbreviation us stand for,O O O B-airline_code O O,atis_abbreviation
train-01601,could you tell me what the abbreviation us stands for,O O O O O O O B-airline_code O O,atis_abbreviation
train-01602,what does us mean,O O B-airline_code O,atis_abbreviation
train-01603,what does co mean,O O B-airline_code O,atis_abbreviation
train-01604,what does the abbreviation ua mean,O O O O B-airline_code O,atis_abbreviation
train-01605,what does the abbreviation co mean,O O O O B-airline_code O,atis_abbreviation
train-01606,i need a flight from indianapolis to houston on twa,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_code,atis_flight
train-01607,i would like to fly on twa from baltimore to san francisco,O O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01608,what airline is aa,O O O B-airline_code,atis_airline
train-01609,what is airline ff,O O O B-airline_code,atis_airline
train-01610,what airline uses the code hp,O O O O O B-airline_code,atis_airline
train-01611,show me all the flights on delta airlines and twa that go to atlanta in the morning,O O O O O O B-airline_name I-airline_name O B-airline_code O O O B-toloc.city_name O O B-depart_time.period_of_day,atis_flight
train-01612,i would like a twa flight from atlanta to san francisco with a stopover in denver,O O O O B-airline_code O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
train-01613,show me the cheapest round trip coach fare on twa from las vegas to detroit,O O O B-cost_relative B-round_trip I-round_trip B-class_type O O B-airline_code O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_airfare
train-01614,is there a twa flight from las vegas to new york,O O O B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01615,which airline is kw,O O O B-airline_code,atis_airline
train-01616,what airline is as as in sam,O O O B-airline_code O O O,atis_airline
train-01617,show me all the twa flights from indianapolis to houston that arrive around 11 am,O O O O B-airline_code O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01618,show me the flights on twa to atlanta in the morning,O O O O O B-airline_code O B-toloc.city_name O O B-depart_time.period_of_day,atis_flight
train-01619,show me the flights on twa from atlanta in the morning,O O O O O B-airline_code O B-fromloc.city_name O O B-depart_time.period_of_day,atis_flight
train-01620,which airline is as,O O O B-airline_code,atis_airline
train-01621,what is airline dl,O O O B-airline_code,atis_airline
train-01622,coach class flights on twa from columbus to st. paul,B-class_type I-class_type O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01623,what airline is ea the abbreviation for,O O O B-airline_code O O O,atis_airline
train-01624,what classes of service does twa have,O O O O O B-airline_code O,atis_flight
train-01625,what airlines are ac and as,O O O B-airline_code O B-airline_code,atis_airline
train-01626,what airline is ac,O O O B-airline_code,atis_airline
train-01627,airline code as,O O B-airline_code,atis_airline
train-01628,what flights are available on dl from dallas to atlanta on monday morning,O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
train-01629,please list nonstop twa flights from las vegas to new york,O O B-flight_stop B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01630,i would like information on twa flights from washington to philadelphia,O O O O O B-airline_code O O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01631,i would like a flight from baltimore to san francisco on twa with a stop in denver,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code O O O O B-stoploc.city_name,atis_flight
train-01632,what airline stands for hp,O O O O B-airline_code,atis_airline
train-01633,does twa have a flight from indianapolis to houston arriving at 11 am,O B-airline_code O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time I-arrive_time.time,atis_flight
train-01634,please list the twa flights from las vegas to new york and fare,O O O B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,atis_flight
train-01635,how much is the 718 am flight from las vegas to new york twa,O O O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-airline_code,atis_airfare
train-01636,what airline is hp,O O O B-airline_code,atis_airline
train-01637,what is airline wn,O O O B-airline_code,atis_airline
train-01638,i want a flight on twa from boston to denver,O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name,atis_flight
train-01639,which airline is us,O O O B-airline_code,atis_airline
train-01640,i want a flight on twa from boston to san francisco,O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01641,what airline is us,O O O B-airline_code,atis_airline
train-01642,what airline is ea,O O O B-airline_code,atis_airline
train-01643,show me all twa flights please,O O O B-airline_code O O,atis_flight
train-01644,what does flight code us mean,O O O O B-airline_code O,atis_flight
train-01645,what classes of service does twa provide,O O O O O B-airline_code O,atis_flight
train-01646,what's the cheapest round trip flight on twa from columbus to st. paul,O O B-cost_relative B-round_trip I-round_trip O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01647,define airline hp,O O B-airline_code,atis_airline
train-01648,what is airline us,O O O B-airline_code,atis_airline
train-01649,what does the airline code dl stand for,O O O O O B-airline_code O O,atis_airline
train-01650,is there a flight on twa from baltimore to san francisco with a stop in denver,O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
train-01651,is there a flight from baltimore to san francisco with a stop in denver on twa,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O B-airline_code,atis_flight
train-01652,flights on twa from columbus to st. louis,O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
train-01653,what is the price of business class from boston to san francisco on twa,O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code,atis_airfare
train-01654,what airline is as,O O O B-airline_code,atis_airline
train-01655,i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01656,i'd like to fly from miami to chicago on on american airlines arriving around 5 pm,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-airline_name I-airline_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01657,i would like to fly from atlanta to boston arriving in boston at 5 pm,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time,atis_flight
train-01658,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01659,what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm,O B-round_trip I-round_trip O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_airfare
train-01660,show me the flights arriving in baltimore from philadelphia at about 4 o'clock,O O O O O O B-toloc.city_name O B-fromloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01661,what flights from atlanta to st. louis on tuesday arriving around 230 pm,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01662,find a flight between st. petersburg and charlotte the flight should leave in the afternoon and arrive as soon after 5 pm as possible it should be a nonstop flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O B-depart_time.period_of_day O O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O O O O B-flight_stop O,atis_flight
train-01663,list nonstop flights from burbank to denver arriving by 6 pm,O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01664,i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time O O B-depart_time.period_of_day O O B-arrive_time.time I-arrive_time.time,atis_flight
train-01665,are there any nonstop flights from philadelphia to denver that arrive before 5 pm,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01666,what flights are there between nashville and st. louis which are nonstop and arrive after noon and before 8 pm,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-flight_stop O O B-arrive_time.time_relative B-arrive_time.time O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01667,what flights are there arriving in chicago on continental after 11 pm,O O O O O O B-toloc.city_name O B-airline_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01668,what flights are there arriving in chicago after 9 pm on continental,O O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-airline_name,atis_flight
train-01669,flight on american from miami to chicago arrive in chicago about 5 pm,O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
train-01670,show flights from cleveland to miami that arrive before 4 pm,O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
